PARAM_START
FORMAT:
TYPE:
VERSION
DATE:
COMMENT:
PARAM_END

DATA_START
GSOBAR 1 2 1 31 31.73 -0.23
GSOBAR 1 2 1 32 32.74 -0.24
GSOBAR 1 2 1 33 33.69 -0.19
GSOBAR 1 2 1 34 34.71 -0.21
GSOBAR 1 2 1 35 35.76 -0.26
GSOBAR 1 2 1 36 36.73 -0.23
GSOBAR 1 2 1 37 37.74 -0.24
GSOBAR 1 2 1 38 38.74 -0.24
GSOBAR 1 2 1 39 39.66 -0.16
GSOBAR 1 3 0 0 0.11 0.39
GSOBAR 1 3 0 1 1.02 0.48
GSOBAR 1 3 0 2 2.09 0.41
GSOBAR 1 3 0 3 3.09 0.41
GSOBAR 1 3 0 4 4.06 0.44
GSOBAR 1 3 0 5 5.06 0.44
GSOBAR 1 3 0 6 6.11 0.39
GSOBAR 1 3 0 7 7.12 0.38
GSOBAR 1 3 0 8 8.11 0.39
GSOBAR 1 3 0 9 9.16 0.34
GSOBAR 1 3 0 10 10.18 0.32
GSOBAR 1 3 0 11 11.18 0.32
GSOBAR 1 3 0 12 12.19 0.31
GSOBAR 1 3 0 13 13.22 0.28
GSOBAR 1 3 0 14 14.25 0.25
GSOBAR 1 3 0 15 15.26 0.24
GSOBAR 1 3 0 16 16.27 0.23
GSOBAR 1 3 0 17 17.25 0.25
GSOBAR 1 3 0 18 18.28 0.22
GSOBAR 1 3 0 19 19.33 0.17
GSOBAR 1 3 0 20 20.36 0.14
GSOBAR 1 3 0 21 21.32 0.18
GSOBAR 1 3 0 22 22.31 0.19
GSOBAR 1 3 0 23 23.31 0.19
GSOBAR 1 3 0 24 24.38 0.12
GSOBAR 1 3 0 25 25.34 0.16
GSOBAR 1 3 0 26 26.35 0.15
GSOBAR 1 3 0 27 27.39 0.11
GSOBAR 1 3 0 28 28.47 0.03
GSOBAR 1 3 0 29 29.39 0.11
GSOBAR 1 3 0 30 30.42 0.08
GSOBAR 1 3 0 31 31.47 0.03
GSOBAR 1 3 0 32 32.43 0.07
GSOBAR 1 3 0 33 33.45 0.05
GSOBAR 1 3 0 34 34.44 0.06
GSOBAR 1 3 0 35 35.45 0.05
GSOBAR 1 3 0 36 36.46 0.04
GSOBAR 1 3 0 37 37.49 0.01
GSOBAR 1 3 0 38 38.43 0.07
GSOBAR 1 3 0 39 39.36 0.14
GSOBAR 1 3 1 0 0.42 0.08
GSOBAR 1 3 1 1 1.53 -0.03
GSOBAR 1 3 1 2 2.32 0.18
GSOBAR 1 3 1 3 3.46 0.04
GSOBAR 1 3 1 4 4.43 0.07
GSOBAR 1 3 1 5 5.49 0.01
GSOBAR 1 3 1 6 6.53 -0.03
GSOBAR 1 3 1 7 7.52 -0.02
GSOBAR 1 3 1 8 8.57 -0.07
GSOBAR 1 3 1 9 9.61 -0.11
GSOBAR 1 3 1 10 10.57 -0.07
GSOBAR 1 3 1 11 11.57 -0.07
GSOBAR 1 3 1 12 12.61 -0.11
GSOBAR 1 3 1 13 13.66 -0.16
GSOBAR 1 3 1 14 14.62 -0.12
GSOBAR 1 3 1 15 15.63 -0.13
GSOBAR 1 3 1 16 16.64 -0.14
GSOBAR 1 3 1 17 17.63 -0.13
GSOBAR 1 3 1 18 18.62 -0.12
GSOBAR 1 3 1 19 19.67 -0.17
GSOBAR 1 3 1 20 20.68 -0.18
GSOBAR 1 3 1 21 21.69 -0.19
GSOBAR 1 3 1 22 22.7 -0.2
GSOBAR 1 3 1 23 23.77 -0.27
GSOBAR 1 3 1 24 24.74 -0.24
GSOBAR 1 3 1 25 25.71 -0.21
GSOBAR 1 3 1 26 26.66 -0.16
GSOBAR 1 3 1 27 27.68 -0.18
GSOBAR 1 3 1 28 28.67 -0.17
GSOBAR 1 3 1 29 29.71 -0.21
GSOBAR 1 3 1 30 30.69 -0.19
GSOBAR 1 3 1 31 31.65 -0.15
GSOBAR 1 3 1 32 32.67 -0.17
GSOBAR 1 3 1 33 33.66 -0.16
GSOBAR 1 3 1 34 34.69 -0.19
GSOBAR 1 3 1 35 35.79 -0.29
GSOBAR 1 3 1 36 36.67 -0.17
GSOBAR 1 3 1 37 37.7 -0.2
GSOBAR 1 3 1 38 38.69 -0.19
GSOBAR 1 3 1 39 39.55 -0.05
DATA_END
